classification,seller_institution_id,seller_name,loanbook_ref,loan_id,borrower_id,borrower_display_name,vehicle_type,state,origination_date,as_of_date,original_principal_inr,principal_outstanding_inr,annual_interest_rate_percent,original_term_months,instalments_paid,scheduled_instalment_inr,days_past_due,missed_instalments
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0639,SYN-B-BR-0639,Synthetic Borrower B0639,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.38,138961.3,18.0,48,20,6114.45,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0640,SYN-B-BR-0640,Synthetic Borrower B0640,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.97,117430.65,14.0,36,19,7655.41,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0641,SYN-B-BR-0641,Synthetic Borrower B0641,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.58,166122.33,15.0,48,18,6674.55,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0642,SYN-B-BR-0642,Synthetic Borrower B0642,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.2,170406.16,16.0,36,14,8988.39,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0643,SYN-B-BR-0643,Synthetic Borrower B0643,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.79,200446.05,17.0,48,16,7834.2,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0644,SYN-B-BR-0644,Synthetic Borrower B0644,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.4,185946.76,18.0,36,15,10388.01,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0645,SYN-B-BR-0645,Synthetic Borrower B0645,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.01,231425.87,14.0,48,14,8284.76,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0646,SYN-B-BR-0646,Synthetic Borrower B0646,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.61,219870.41,15.0,36,13,11058.75,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0647,SYN-B-BR-0647,Synthetic Borrower B0647,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.21,269926.24,16.0,48,12,9489.81,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0648,SYN-B-BR-0648,Synthetic Borrower B0648,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.38,111421.19,17.0,36,19,7421.16,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0649,SYN-B-BR-0649,Synthetic Borrower B0649,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.98,153807.01,18.0,48,19,6579.68,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0650,SYN-B-BR-0650,Synthetic Borrower B0650,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.58,132386.03,14.0,36,18,8196.7,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0651,SYN-B-BR-0651,Synthetic Borrower B0651,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.18,181933.82,15.0,48,17,7115.33,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0652,SYN-B-BR-0652,Synthetic Borrower B0652,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.79,166602.45,16.0,36,16,9545.2,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0653,SYN-B-BR-0653,Synthetic Borrower B0653,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.4,217350.79,17.0,48,15,8291.19,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0654,SYN-B-BR-0654,Synthetic Borrower B0654,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.0,219544.76,18.0,36,12,10960.57,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0655,SYN-B-BR-0655,Synthetic Borrower B0655,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.6,249324.04,14.0,48,13,8717.54,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0656,SYN-B-BR-0656,Synthetic Borrower B0656,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.22,239401.21,15.0,36,12,11607.76,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0657,SYN-B-BR-0657,Synthetic Borrower B0657,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.37,137093.09,16.0,48,20,5899.07,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0658,SYN-B-BR-0658,Synthetic Borrower B0658,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.99,119898.89,17.0,36,19,7985.82,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0659,SYN-B-BR-0659,Synthetic Borrower B0659,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.59,169189.32,18.0,48,18,7044.91,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0660,SYN-B-BR-0660,Synthetic Borrower B0660,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.19,168686.07,14.0,36,14,8738.0,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0661,SYN-B-BR-0661,Synthetic Borrower B0661,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.79,198281.64,15.0,48,16,7556.1,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0662,SYN-B-BR-0662,Synthetic Borrower B0662,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.4,183970.0,16.0,36,15,10102.0,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0663,SYN-B-BR-0663,Synthetic Borrower B0663,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.0,234753.27,17.0,48,14,8748.19,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0664,SYN-B-BR-0664,Synthetic Borrower B0664,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.6,222945.57,18.0,36,13,11533.14,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0665,SYN-B-BR-0665,Synthetic Borrower B0665,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.21,267728.66,14.0,48,12,9150.33,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0666,SYN-B-BR-0666,Synthetic Borrower B0666,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.39,109893.55,15.0,36,19,7215.64,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0667,SYN-B-BR-0667,Synthetic Borrower B0667,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.98,151847.37,16.0,48,19,6347.91,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0668,SYN-B-BR-0668,Synthetic Borrower B0668,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.6,135014.36,17.0,36,18,8550.47,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0669,SYN-B-BR-0669,Synthetic Borrower B0669,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.2,185095.9,18.0,48,17,7510.14,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0670,SYN-B-BR-0670,Synthetic Borrower B0670,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.8,164673.03,14.0,36,16,9279.29,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0671,SYN-B-BR-0671,Synthetic Borrower B0671,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.4,215155.5,15.0,48,15,7996.87,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0672,SYN-B-BR-0672,Synthetic Borrower B0672,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.01,217690.5,16.0,36,12,10658.8,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0673,SYN-B-BR-0673,Synthetic Borrower B0673,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.6,252642.57,17.0,48,13,9205.18,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0674,SYN-B-BR-0674,Synthetic Borrower B0674,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.21,242482.27,18.0,36,12,12105.71,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0675,SYN-B-BR-0675,Synthetic Borrower B0675,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.38,135201.86,14.0,48,20,5688.04,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0676,SYN-B-BR-0676,Synthetic Borrower B0676,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.96,118255.0,15.0,36,19,7764.65,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0677,SYN-B-BR-0677,Synthetic Borrower B0677,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.58,167152.11,16.0,48,18,6796.75,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0678,SYN-B-BR-0678,Synthetic Borrower B0678,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.19,171260.11,17.0,36,14,9115.13,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0679,SYN-B-BR-0679,Synthetic Borrower B0679,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.8,201514.66,18.0,48,16,7975.37,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0680,SYN-B-BR-0680,Synthetic Borrower B0680,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.4,181976.48,14.0,36,15,9820.58,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0681,SYN-B-BR-0681,Synthetic Borrower B0681,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.01,232545.29,15.0,48,14,8437.64,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0682,SYN-B-BR-0682,Synthetic Borrower B0682,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.61,220900.95,16.0,36,13,11215.61,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0683,SYN-B-BR-0683,Synthetic Borrower B0683,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.22,271008.02,17.0,48,12,9662.17,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0684,SYN-B-BR-0684,Synthetic Borrower B0684,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.36,112182.6,18.0,36,19,7525.17,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0685,SYN-B-BR-0685,Synthetic Borrower B0685,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.99,149861.41,14.0,48,19,6120.83,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0686,SYN-B-BR-0686,Synthetic Borrower B0686,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.59,133264.34,15.0,36,18,8313.67,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0687,SYN-B-BR-0687,Synthetic Borrower B0687,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.18,182996.1,16.0,48,17,7245.59,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0688,SYN-B-BR-0688,Synthetic Borrower B0688,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.79,167561.91,17.0,36,16,9679.78,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0689,SYN-B-BR-0689,Synthetic Borrower B0689,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.39,218433.76,18.0,48,15,8440.59,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0690,SYN-B-BR-0690,Synthetic Borrower B0690,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.01,215814.4,14.0,36,12,10361.87,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0691,SYN-B-BR-0691,Synthetic Borrower B0691,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.61,250441.08,15.0,48,13,8878.42,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0692,SYN-B-BR-0692,Synthetic Borrower B0692,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.21,240434.28,16.0,36,12,11772.41,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0693,SYN-B-BR-0693,Synthetic Borrower B0693,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.39,138030.15,17.0,48,20,6006.22,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0694,SYN-B-BR-0694,Synthetic Borrower B0694,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.98,120718.24,18.0,36,19,8097.74,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0695,SYN-B-BR-0695,Synthetic Borrower B0695,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.59,165085.29,14.0,48,18,6553.62,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0696,SYN-B-BR-0696,Synthetic Borrower B0696,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.19,169548.12,15.0,36,14,8862.68,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0697,SYN-B-BR-0697,Synthetic Borrower B0697,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.8,199368.34,16.0,48,16,7694.44,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0698,SYN-B-BR-0698,Synthetic Borrower B0698,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.41,184960.52,17.0,36,15,10244.43,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0699,SYN-B-BR-0699,Synthetic Borrower B0699,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.01,235841.63,18.0,48,14,8905.82,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0700,SYN-B-BR-0700,Synthetic Borrower B0700,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.61,218834.48,14.0,36,13,10903.16,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0701,SYN-B-BR-0701,Synthetic Borrower B0701,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.22,268833.1,15.0,48,12,9319.19,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0702,SYN-B-BR-0702,Synthetic Borrower B0702,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.38,110658.14,16.0,36,19,7317.98,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0703,SYN-B-BR-0703,Synthetic Borrower B0703,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.98,152830.55,17.0,48,19,6463.21,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0704,SYN-B-BR-0704,Synthetic Borrower B0704,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.58,135885.89,18.0,36,18,8670.31,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0705,SYN-B-BR-0705,Synthetic Borrower B0705,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.19,180863.47,14.0,48,17,6986.4,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0706,SYN-B-BR-0706,Synthetic Borrower B0706,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.79,165639.46,15.0,36,16,9411.7,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0707,SYN-B-BR-0707,Synthetic Borrower B0707,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.39,216257.99,16.0,48,15,8143.28,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0708,SYN-B-BR-0708,Synthetic Borrower B0708,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.02,218620.4,17.0,36,12,10809.09,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0709,SYN-B-BR-0709,Synthetic Borrower B0709,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.61,253726.86,18.0,48,13,9371.05,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0710,SYN-B-BR-0710,Synthetic Borrower B0710,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.22,238362.17,14.0,36,12,11444.46,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0711,SYN-B-BR-0711,Synthetic Borrower B0711,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.38,136150.29,15.0,48,20,5793.01,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0712,SYN-B-BR-0712,Synthetic Borrower B0712,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.98,119077.78,16.0,36,19,7874.79,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0713,SYN-B-BR-0713,Synthetic Borrower B0713,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.58,168174.48,17.0,48,18,6920.21,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0714,SYN-B-BR-0714,Synthetic Borrower B0714,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.19,172109.91,18.0,36,14,9242.87,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0715,SYN-B-BR-0715,Synthetic Borrower B0715,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.8,197186.09,14.0,48,16,7419.19,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0716,SYN-B-BR-0716,Synthetic Borrower B0716,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.4,182975.29,15.0,36,15,9960.71,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0717,SYN-B-BR-0717,Synthetic Borrower B0717,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.01,233654.46,16.0,48,14,8592.12,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0718,SYN-B-BR-0718,Synthetic Borrower B0718,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.61,221926.03,17.0,36,13,11373.74,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0719,SYN-B-BR-0719,Synthetic Borrower B0719,Electric three-wheeler,Tamil Nadu,2025-09-15,2026-09-15,334852.22,272078.34,18.0,48,12,9836.28,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0720,SYN-B-BR-0720,Synthetic Borrower B0720,Electric three-wheeler,Maharashtra,2025-01-15,2026-09-15,208151.38,109127.48,14.0,36,19,7114.12,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0721,SYN-B-BR-0721,Synthetic Borrower B0721,Electric three-wheeler,Karnataka,2025-02-15,2026-09-15,223988.98,150857.61,15.0,48,19,6233.78,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0722,SYN-B-BR-0722,Synthetic Borrower B0722,Electric three-wheeler,Tamil Nadu,2025-03-15,2026-09-15,239826.6,134140.48,16.0,36,18,8431.59,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0723,SYN-B-BR-0723,Synthetic Borrower B0723,Electric three-wheeler,Maharashtra,2025-04-15,2026-09-15,255664.19,184050.17,17.0,48,17,7377.2,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0724,SYN-B-BR-0724,Synthetic Borrower B0724,Electric three-wheeler,Karnataka,2025-05-15,2026-09-15,271501.8,168517.75,18.0,36,16,9815.44,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0725,SYN-B-BR-0725,Synthetic Borrower B0725,Electric three-wheeler,Tamil Nadu,2025-06-15,2026-09-15,287339.4,214043.41,14.0,48,15,7851.97,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0726,SYN-B-BR-0726,Synthetic Borrower B0726,Electric three-wheeler,Maharashtra,2025-07-15,2026-09-15,303177.0,216755.14,15.0,36,12,10509.73,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-3W-2025,SYN-B-LN-0727,SYN-B-BR-0727,Synthetic Borrower B0727,Electric three-wheeler,Karnataka,2025-08-15,2026-09-15,319014.61,251547.29,16.0,48,13,9040.96,0,0
